title,year,genre,duration,country,language,director,writer,production_company,actors,avg_vote,votes,budget,usa_gross_income,worldwide_gross_income,metascore,reviews_from_users,reviews_from_critics
The Romantics,2010,"Comedy, Drama, Romance",95,USA,English,Galt Niederhoffer,"Galt Niederhoffer, Galt Niederhoffer",10th Hole Productions,"Katie Holmes, Josh Duhamel, Anna Paquin, Malin Akerman, Adam Brody, Dianna Agron, Jeremy Strong, Rebecca Lawrence Levy, Candice Bergen, Elijah Wood, James K. Schaffer, Rosemary Murphy, Warrent F. McKnight, Will Hutchins, Evelyn Aronin",5.1,11199,4500000,106524,123820,43.0,44.0,37.0
For Colored Girls,2010,Drama,133,USA,English,Tyler Perry,"Tyler Perry, Ntozake Shange",Lionsgate,"Kimberly Elise, Janet Jackson, Loretta Devine, Thandie Newton, Anika Noni Rose, Kerry Washington, Tessa Thompson, Phylicia Rashad, Whoopi Goldberg, Macy Gray, Michael Ealy, Omari Hardwick, Richard Lawson, Hill Harper, Khalil Kain",6.1,6825,21000000,37729698,37747016,50.0,74.0,73.0
Je suis heureux que ma mère soit vivante,2009,Drama,91,France,French,"Claude Miller, Nathan Miller","Emmanuel Carrère, Alain Le Henry",F Comme Film,"Vincent Rottiers, Sophie Cattani, Christine Citti, Yves Verhoeven, Maxime Renard, Olivier Gueritée, Ludo Harley, Gabin Lefebvre, Quentin Gonzalez, Chantal Banlier, Thomas Momplot, Alberto Actis, Dominique Hulin, Samir Guesmi, Sabrina Ouazani",6.7,493,4638966,8705,21857,73.0,5.0,26.0
Twelve,2010,"Action, Crime, Drama",93,"USA, France",English,Joel Schumacher,"Jordan Melamed, Nick McDonell",Gaumont,"Chace Crawford, Rory Culkin, Philip Ettinger, Esti Ginzburg, 50 Cent, Zoë Kravitz, Billy Magnussen, Emily Meade, Emma Roberts, Ellen Barkin, Kiefer Sutherland, Ako, Dionne Audain, Gregg Bello, Maxx Brawer",5.7,11623,5000000,183920,2566717,22.0,53.0,70.0
Star Trek Into Darkness,2013,"Action, Adventure, Sci-Fi",132,USA,"English, Klingon",J.J. Abrams,"Roberto Orci, Alex Kurtzman",Paramount Pictures,"Chris Pine, Zachary Quinto, Zoe Saldana, Karl Urban, Simon Pegg, John Cho, Benedict Cumberbatch, Anton Yelchin, Bruce Greenwood, Peter Weller, Alice Eve, Noel Clarke, Nazneen Contractor, Amanda Foreman, Jay Scully",7.7,449934,190000000,228778661,467365246,72.0,1218.0,616.0
Ride Along,2014,"Action, Comedy, Crime",99,USA,"English, Ukrainian",Tim Story,"Greg Coolidge, Jason Mantzoukas",Universal Pictures,"Ice Cube, Kevin Hart, John Leguizamo, Bruce McGill, Tika Sumpter, Bryan Callen, Laurence Fishburne, Dragos Bucur, Gary Owen, Jacob Latimore, Jay Pharoah, Benjamin Flores Jr., Greg Rementer, Eric Benson, Anna House",6.2,96475,25000000,134938200,154468902,41.0,126.0,153.0
Men in Black 3,2012,"Action, Adventure, Comedy",106,"USA, United Arab Emirates","English, Ukrainian",Barry Sonnenfeld,"Etan Cohen, Lowell Cunningham",Columbia Pictures,"Will Smith, Tommy Lee Jones, Josh Brolin, Jemaine Clement, Emma Thompson, Michael Stuhlbarg, Mike Colter, Nicole Scherzinger, Michael Chernus, Alice Eve, David Rasche, Keone Young, Bill Hader, Cayen Martin, Clarke Thorell",6.8,318448,225000000,179020854,624026776,58.0,380.0,453.0
Jin ling shi san chai,2011,"Drama, History, Romance",146,"China, Hong Kong","Mandarin, English, Japanese, Shanghainese",Yimou Zhang,"Heng Liu, Geling Yan",Beijing New Picture Film Co.,"Christian Bale, Ni Ni, Xinyi Zhang, Tianyuan Huang, Xiting Han, Doudou Zhang, Dawei Tong, Atsuro Watabe, Kefan Cao, Yangchunzi Yuan, Jia Sun, Yuemin Li, Bai Xue, Takashi Yamanaka, Shigeo Kobayashi",7.6,46562,94000000,311434,2855644,46.0,153.0,138.0
No Strings Attached,2011,"Comedy, Romance",108,USA,"English, Ukrainian",Ivan Reitman,"Elizabeth Meriwether, Michael Samonek",Paramount Pictures,"Natalie Portman, Ashton Kutcher, Kevin Kline, Cary Elwes, Greta Gerwig, Lake Bell, Olivia Thirlby, Ludacris, Jake Johnson, Mindy Kaling, Talia Balsam, Ophelia Lovibond, Guy Branum, Ben Lawson, Jennifer Irwin",6.2,201227,25000000,70662220,149228077,50.0,199.0,244.0
Riddick,2013,"Action, Adventure, Sci-Fi",119,"Canada, USA",English,David Twohy,"David Twohy, Jim Wheat",Riddick Canada Productions,"Vin Diesel, Jordi Mollà, Matt Nable, Katee Sackhoff, Dave Bautista, Bokeem Woodbine, Raoul Max Trujillo, Conrad Pla, Danny Blanco Hall, Noah Dalton Danby, Neil Napier, Nolan Gerard Funk, Karl Urban, Andreas Apergis, Keri Hilson",6.4,147268,38000000,42025135,98337295,49.0,353.0,309.0
Bucky Larson: Born to Be a Star,2011,Comedy,97,USA,English,Tom Brady,"Adam Sandler, Allen Covert",Columbia Pictures,"Nick Swardson, Christina Ricci, Don Johnson, Stephen Dorff, Ido Mosseri, Kevin Nealon, Edward Herrmann, Miriam Flynn, Mario Joyner, Tyler Spindel, Meredith Giangrande, Nicholas Turturro, Mary Pat Gleason, Jackie Sandler, Dana Goodman",3.2,10831,10000000,2529395,2530394,9.0,75.0,49.0
The Hangover Part II,2011,Comedy,102,"USA, Thailand","English, Thai",Todd Phillips,"Craig Mazin, Scot Armstrong",Warner Bros.,"Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha, Ken Jeong, Paul Giamatti, Mike Tyson, Jeffrey Tambor, Mason Lee, Jamie Chung, Sasha Barrese, Gillian Vigman, Aroon Seeboonruang, Nirut Sirichanya, Yasmin Lee",6.4,440867,80000000,254464305,586764305,44.0,406.0,386.0
Hop,2011,"Animation, Adventure, Comedy",95,"USA, India, Malaysia, Taiwan, Canada, UK","English, Chinese, Spanish, French, Ukrainian",Tim Hill,"Cinco Paul, Ken Daurio",Universal Pictures,"James Marsden, Russell Brand, Kaley Cuoco, Hank Azaria, Gary Cole, Elizabeth Perkins, Hugh Laurie, Tiffany Espensen, David Hasselhoff, Chelsea Handler, Dustin Ybarra, Carlease Burke, Veronica Alicino, Django Marsh, Jimmy Carter",5.4,29400,63000000,108085305,183953723,41.0,96.0,142.0
The Best Exotic Marigold Hotel,2011,"Comedy, Drama, Romance",124,"UK, USA, United Arab Emirates","English, Hindi",John Madden,"Ol Parker, Deborah Moggach",Blueprint Pictures,"Judi Dench, Tom Wilkinson, Patrick Pearson, Hugh Dickson, James Rawlings, Bill Nighy, Penelope Wilton, Maggie Smith, Liza Tarbuck, Paul Bhattacharjee, Lucy Robinson, Ronald Pickup, Celia Imrie, Simon Wilson, Sara Stewart",7.2,86945,10000000,46412041,136836156,62.0,286.0,265.0
Table 19,2017,"Comedy, Drama, Romance",87,USA,English,Jeffrey Blitz,"Mark Duplass, Jay Duplass",3311 Productions,"Anna Kendrick, Rya Meyers, Charles Green, Lisa Kudrow, Craig Robinson, Tony Revolori, Margo Martindale, Stephen Merchant, Carlos Aviles, June Squibb, Brad Oberhofer, Megan Lawless, Amanda Crew, Jay Klaitz, Wyatt Russell",5.8,23848,5000000,3614896,5042014,40.0,124.0,116.0
12 Strong,2018,"Action, Drama, History",130,USA,"English, Dari, Russian, Spanish, Uzbek",Nicolai Fuglsig,"Ted Tally, Peter Craig",Alcon Entertainment,"Chris Hemsworth, Michael Shannon, Michael Peña, Navid Negahban, Trevante Rhodes, Geoff Stults, Thad Luckinbill, Austin Hébert, Austin Stowell, Ben O'Toole, Kenneth Miller, Kenny Sheard, Jack Kesy, Rob Riggle, William Fichtner",6.6,54143,35000000,45819713,67450815,54.0,313.0,167.0
Paranoia,2013,"Drama, Thriller",106,"USA, India, France",English,Robert Luketic,"Jason Hall, Barry L. Levy",Relativity Media,"Liam Hemsworth, Gary Oldman, Amber Heard, Harrison Ford, Lucas Till, Embeth Davidtz, Julian McMahon, Josh Holloway, Richard Dreyfuss, Angela Sarafyan, Will Peltz, Haley Finnegan, Kevin Kilner, Christine Marzano, Charlie Hofheimer",5.7,33559,35000000,7388654,15344275,32.0,89.0,134.0
You Again,2010,"Comedy, Romance",105,USA,"English, French, German, Spanish, Hawaiian, Japanese, Italian, Hebrew",Andy Fickman,Moe Jelline,Touchstone Pictures,"Kristen Bell, Jamie Lee Curtis, Sigourney Weaver, Odette Annable, Victor Garber, Betty White, James Wolk, Kristin Chenoweth, Sean Wing, Kyle Bornheimer, William Brent, Christine Lakin, Meagan Holder, Patrick Duffy, Anna A. White",5.8,47336,20000000,25702053,32005248,28.0,356.0,89.0
Immigration Tango,2010,Comedy,92,USA,English,David Burton Morris,"Martin L. Kelley, Martin L. Kelley",Mutressa Movies,"Elika Portnoy, McCaleb Burnett, Carlos Leon, Ashley Wolfe, Avery Sommers, Beth Glover, Steve DuMouchel, Kristen Dawn McCorkell, Brett Golov, Danielle Lilley, Noelle Conners, Bruce Linser, Claudia Buckley, Matt Levine, Larry Zience",3.5,308,1100000,24554,24554,28.0,3.0,9.0
Nanny McPhee and the Big Bang,2010,"Comedy, Family, Fantasy",109,"UK, France, USA",English,Susanna White,"Emma Thompson, Christianna Brand",Universal Pictures,"Maggie Gyllenhaal, Oscar Steer, Asa Butterfield, Lil Woods, Eros Vlahos, Rosie Taylor-Ritson, Daniel Mays, Rhys Ifans, Maggie Smith, Sinead Matthews, Katy Brand, Emma Thompson, Bill Bailey, Ewan McGregor, Sam Kelly",6.1,25777,35000000,29011215,93251121,52.0,62.0,97.0
Kill the Irishman,2011,"Biography, Crime, Drama",106,USA,English,Jonathan Hensleigh,"Jonathan Hensleigh, Jeremy Walters",Anchor Bay Films,"Ray Stevenson, Vincent D'Onofrio, Val Kilmer, Christopher Walken, Linda Cardellini, Tony Darrow, Robert Davi, Fionnula Flanagan, Bob Gunton, Jason Butler Harner, Vinnie Jones, Tony Lo Bianco, Laura Ramsey, Steve Schirripa, Paul Sorvino",7.1,42699,12000000,1188194,1188194,50.0,81.0,83.0
"I, Frankenstein",2014,"Action, Fantasy, Horror",92,"USA, Australia",English,Stuart Beattie,"Stuart Beattie, Kevin Grevioux",Hopscotch Features,"Aaron Eckhart, Yvonne Strahovski, Miranda Otto, Bill Nighy, Jai Courtney, Socratis Otto, Aden Young, Caitlin Stasey, Mahesh Jadu, Steve Mouzakis, Nicholas Bell, Deniz Akdeniz, Chris Pang, Kevin Grevioux, Bruce Spence",5.1,75931,65000000,19075290,71154592,30.0,225.0,322.0
Somewhere,2010,"Comedy, Drama",97,"USA, UK, Italy, Japan","English, Italian",Sofia Coppola,Sofia Coppola,Focus Features,"Stephen Dorff, Chris Pontius, Erin Wasson, Alexandra Williams, Nathalie Fay, Kristina Shannon, Karissa Shannon, John Prudhont, Ruby Corley, Angela Lindvall, Maryna Linchuk, Meghan Collison, Jessica Miller, Elle Fanning, Lala Sloatman",6.3,40737,7000000,1785645,13936909,67.0,204.0,301.0
Torn,2013,Drama,80,"Pakistan, USA",English,Jeremiah Birnbaum,"Michael Richter, Michael Richter",Fog City Pictures,"Mahnoor Baloch, Faran Tahir, Dendrie Taylor, John Heard, Sharon Washington, Patrick St. Esprit, Jordan Parrott, Sagar Parekh, Karl Antony, Judi Barton, Bruce Blau, Vint Carmona, Brian Danker, Dana Dowell, Shannon Finn",5.9,511,450000,18202,18202,59.0,6.0,5.0
Barney's Version,2010,"Comedy, Drama",134,"Italy, Canada","English, French",Richard J. Lewis,"Mordecai Richler, Michael Konyves",Serendipity Point Films,"Paul Giamatti, Macha Grenon, Paul Gross, Atom Egoyan, Mark Camacho, David Pryde, Paula Jean Hixson, Mark Addy, Scott Speedman, Marica Pellegrinelli, Thomas Trabacchi, Clé Bennett, Rachelle Lefevre, Domenico Minutoli, Massimo Wertmüller",7.3,23272,30000000,4439201,8457613,67.0,90.0,185.0
Stone,2010,"Drama, Thriller",105,USA,English,John Curran,Angus MacLachlan,Millennium Films,"Robert De Niro, Edward Norton, Milla Jovovich, Frances Conroy, Enver Gjokaj, Pepper Binkley, Sandra Love Aldridge, Greg Trzaskoma, Rachel Loiselle, Kylie Tarnopol, Bailey Tarnopol, Madison Tarnopol, Peter Gray Lewis, Sarab Kamoo, Richard Murphy",5.4,39038,22000000,1810078,9479718,58.0,151.0,130.0
Morrer Como Um Homem,2009,"Drama, Music",134,"Portugal, France","Portuguese, German, English",João Pedro Rodrigues,"João Pedro Rodrigues, Rui Catalão",Rosa Filmes,"Chandra Malatitch, John Jesus Romão, Ivo Barroso, Gonçalo Ferreira De Almeida, Miguel Loureiro, Francisco Peres, Fernando Santos, Cindy Scrash, Carloto Cotta, Jenny Larrue, Gonçalo Mendes, Alexander David, Fernando Gomes, André Murraças, Amãndio Coroado",6.4,926,261600,4029,4955,68.0,3.0,37.0
Predators,2010,"Action, Adventure, Sci-Fi",107,USA,"English, Spanish, Russian",Nimród Antal,"Alex Litvak, Michael Finch",Twentieth Century Fox,"Adrien Brody, Topher Grace, Alice Braga, Walton Goggins, Oleg Taktarov, Laurence Fishburne, Danny Trejo, Louis Ozawa Changchien, Mahershala Ali, Carey Jones, Brian Steele, Derek Mears",6.4,203187,40000000,52000688,127233108,51.0,660.0,370.0
Black Nativity,2013,"Drama, Family, Music",93,USA,English,Kasi Lemmons,"Langston Hughes, Kasi Lemmons",Bob Industries,"Forest Whitaker, Angela Bassett, Jennifer Hudson, Tyrese Gibson, Jacob Latimore, Mary J. Blige, Nas, Vondie Curtis-Hall, Luke James, Grace Gibson, Rotimi, J. Mallory McCree, Henry Hunter Hall, Michael Dale, Doug Willen",4.5,1931,17500000,7018189,7454185,48.0,19.0,43.0
Leonie,2010,"Biography, Drama",102,"France, UK, Australia, Germany, Belgium, USA, Japan, Netherlands",English,Hisako Matsui,"Masayo Duus, Hisako Matsui",Essen Communications,"Emily Mortimer, Shidô Nakamura, Christina Hendricks, Mieko Harada, Jan Milligan, Keiko Takeshita, Takashi Kashiwabara, Kelly Vitz, Nichole Hiltz, Kazuko Yoshiyuki, Jay Karnes, Marco St. John, Mary Kay Place, Louca Platon, Julia Adams",5.9,405,14000000,53692,1451465,40.0,7.0,5.0
Lovelace,2013,"Biography, Drama",93,USA,English,"Rob Epstein, Jeffrey Friedman",Andy Bellin,Millennium Films,"Amanda Seyfried, Peter Sarsgaard, Sharon Stone, Robert Patrick, Juno Temple, Chris Noth, Bobby Cannavale, Hank Azaria, Adam Brody, Chloë Sevigny, James Franco, Debi Mazar, Wes Bentley, Eric Roberts, Ron Pritchard",6.2,36656,10000000,356582,1585582,51.0,118.0,251.0
Hansel & Gretel: Witch Hunters,2013,"Action, Fantasy, Horror",88,"Germany, USA",English,Tommy Wirkola,Tommy Wirkola,Paramount Pictures,"Jeremy Renner, Gemma Arterton, Famke Janssen, Pihla Viitala, Derek Mears, Robin Atkin Downes, Ingrid Bolsø Berdal, Joanna Kulig, Thomas Mann, Peter Stormare, Bjørn Sundquist, Rainer Bock, Thomas Scharff, Kathrin Kühnel, Cedric Eich",6.1,186636,50000000,55703475,226349749,23.0,338.0,358.0
The Wolverine,2013,"Action, Adventure, Sci-Fi",126,"USA, UK","English, Japanese",James Mangold,"Mark Bomback, Scott Frank",Twentieth Century Fox,"Hugh Jackman, Tao Okamoto, Rila Fukushima, Hiroyuki Sanada, Svetlana Khodchenkova, Brian Tee, Hal Yamanouchi, Will Yun Lee, Ken Yamamura, Famke Janssen, Nobutaka Aoyagi, Seiji Funamoto, Shinji Ikefuji, Qyoko Kudo, Nobuaki Kakuda",6.7,409470,120000000,132556852,414828246,61.0,579.0,463.0
Arthur Christmas,2011,"Animation, Adventure, Comedy",97,"UK, USA",English,"Sarah Smith, Barry Cook","Peter Baynham, Sarah Smith",Aardman Animations,"James McAvoy, Hugh Laurie, Bill Nighy, Jim Broadbent, Imelda Staunton, Ashley Jensen, Marc Wootton, Laura Linney, Eva Longoria, Ramona Marquez, Michael Palin, Sanjeev Bhaskar, Robbie Coltrane, Joan Cusack, Rhys Darby",7.1,46177,100000000,46462469,147419472,69.0,95.0,200.0
Brick Mansions,2014,"Action, Crime",90,"France, Canada, USA","English, Chinese",Camille Delamarre,"Luc Besson, Luc Besson",Relativity Media,"Paul Walker, David Belle, RZA, Goûchy Boy, Catalina Denis, Ayisha Issa, Carlo Rota, Andreas Apergis, Richard Zeman, Robert Maillet, Bruce Ramsay, Frank Fontaine, Chimwemwe Miller, Andy Bradshaw, Ryan Trudeau",5.7,38089,28000000,20396829,68896829,40.0,120.0,187.0
Big Miracle,2012,"Biography, Drama, Family",107,"USA, UK",English,Ken Kwapis,"Jack Amiel, Michael Begler",Universal Pictures,"John Pingayak, Ahmaogak Sweeney, John Chase, Ishmael Angalook Hope, Othniel 'Anaqulutuq' Oomittuk Jr., John Krasinski, Andrew Daly, Thomas R. Daly, Maliaq Kairaiuak, Jeffrey Evan, Drew Barrymore, Ted Danson, Randy Eledge, Thom Van Dorp, Tim Blake Nelson",6.5,17885,40000000,20157300,24740061,61.0,71.0,115.0
The Pirates! In an Adventure with Scientists!,2012,"Animation, Adventure, Comedy",88,"UK, USA",English,"Peter Lord, Jeff Newitt","Gideon Defoe, Gideon Defoe",Columbia Pictures,"Hugh Grant, Martin Freeman, Imelda Staunton, David Tennant, Jeremy Piven, Salma Hayek, Lenny Henry, Brian Blessed, Russell Tovey, Anton Yelchin, Brendan Gleeson, Ashley Jensen, Al Roker, Ben Whitehead, Mike Cooper",6.7,42675,55000000,31051126,123054041,73.0,107.0,240.0
Deadpool,2016,"Action, Adventure, Comedy",108,USA,English,Tim Miller,"Rhett Reese, Paul Wernick",Twentieth Century Fox,"Ryan Reynolds, Karan Soni, Ed Skrein, Michael Benyaer, Stefan Kapicic, Brianna Hildebrand, Style Dayne, Kyle Cassie, Taylor Hickson, Ayzee, Naika Toussaint, Randal Reeder, T.J. Miller, Isaac C. Singleton Jr., Morena Baccarin",8.0,845841,58000000,363070709,782612155,65.0,1409.0,653.0
Another Year,2010,"Comedy, Drama",129,UK,English,Mike Leigh,Mike Leigh,Thin Man Films,"Jim Broadbent, Ruth Sheen, Lesley Manville, Oliver Maltman, Peter Wight, David Bradley, Martin Savage, Karina Fernandez, Michele Austin, Phil Davis, Imelda Staunton, Stuart McQuarrie, Eileen Davies, Mary Jo Randle, Ben Roberts",7.3,26619,8000000,3205706,19722766,80.0,147.0,253.0
Faster,2010,"Action, Crime, Drama",98,USA,English,George Tillman Jr.,"Tony Gayton, Joe Gayton",CBS Films,"Dwayne Johnson, Mauricio Lopez, Jim Gaines, Tom Berenger, Jan Hoag, Courtney Gains, Billy Bob Thornton, Michael Irby, Josh Clark, Carla Gugino, Michael Blain-Rozgay, Mike Epps, Sidney S. Liufau, Oliver Jackson-Cohen, Maggie Grace",6.4,94966,24000000,23240020,35626958,44.0,173.0,197.0
Dhobi Ghat,2010,Drama,100,India,"Hindi, English",Kiran Rao,Kiran Rao,Aamir Khan Productions,"Prateik, Monica Dogra, Kriti Malhotra, Aamir Khan, Danish Husain, Kitu Gidwani, Jehan Manekshaw, Ashok Varma, Sanjivani Oagle, Aasha Pawar, Jyoti Pawar, Babita Sehgal, Jitendra Shinde, Nafisa Amin Khan, Rohit Tiwari",7.0,11794,958800,576639,678715,55.0,195.0,55.0
Disconnect,2012,"Drama, Thriller",115,USA,English,Henry Alex Rubin,Andrew Stern,LD Entertainment,"Jason Bateman, Hope Davis, Frank Grillo, Michael Nyqvist, Paula Patton, Andrea Riseborough, Alexander Skarsgård, Max Thieriot, Colin Ford, Jonah Bobo, Haley Ramm, Norbert Leo Butz, Kasi Lemmons, John Sharian, Aviad Bernstein",7.5,70769,10000000,1436900,3428048,64.0,137.0,128.0
The Apparition,2012,"Horror, Thriller",83,"USA, Germany",English,Todd Lincoln,Todd Lincoln,Warner Bros.,"Ashley Greene, Sebastian Stan, Tom Felton, Julianna Guill, Luke Pasqualino, Rick Gomez, Anna Clark, Suzanne Ford, Tim Williams",4.1,18355,17000000,4936819,9627492,18.0,120.0,143.0
Jûsan-nin no shikaku,2010,"Action, Adventure, Drama",141,"Japan, UK",Japanese,Takashi Miike,"Kaneo Ikegami, Shoichirou Ikemiya",Sedic International,"Kôji Yakusho, Takayuki Yamada, Yûsuke Iseya, Ikki Sawamura, Arata Furuta, Sôsuke Takaoka, Seiji Rokkaku, Kazuki Namioka, Kôen Kondô, Yûma Ishigaki, Masataka Kubota, IHARA, Hiroki Matsukata, Kazue Fukiishi, Mitsuki Tanimura",7.6,58967,6000000,802778,17555141,84.0,139.0,287.0
"Love, Wedding, Marriage",2011,Comedy,90,USA,English,Dermot Mulroney,"Anouska Chydzik, Caprice Crane",Chydzik Media Group,"Mandy Moore, Kellan Lutz, James Brolin, Jane Seymour, Jessica Szohr, Michael Weston, Marta Zmuda Trzebiatowska, Richard Alan Reid, Christopher Lloyd, Alexis Denisof, Alyson Hannigan, Colleen Camp, Andrew Keegan, Gabrielle Shuff, Bob Edes",4.9,8728,12000000,1926,515823,13.0,14.0,18.0
Rio,2011,"Animation, Adventure, Comedy",96,"USA, Brazil","English, Portuguese",Carlos Saldanha,"Carlos Saldanha, Earl Richey Jones",Twentieth Century Fox Animation,"Karen Disher, Jason Fricchione, Sofia Scarpa Saldanha, Leslie Mann, Kelly Keaton, Jesse Eisenberg, Wanda Sykes, Jane Lynch, Rodrigo Santoro, Gracinha Leporace, Jamie Foxx, Will.i.am, Phil Miler, Anne Hathaway, Bernardo De Paula",6.9,195129,90000000,143619809,483866518,63.0,202.0,240.0
Faust,2011,"Drama, Fantasy, Mystery",140,Russia,German,Aleksandr Sokurov,"Yuriy Arabov, Aleksandr Sokurov",Mass Media Development and Support Foundation,"Johannes Zeiler, Anton Adasinsky, Isolda Dychauk, Georg Friedrich, Hanna Schygulla, Antje Lewald, Florian Brückner, Maxim Mehmet, Sigurður Skúlason, Andreas Schmidt, Oliver Bootz, Jonas Jägermeyr, Igor Orozovic, Jirí Hampl, Joel Kirby",6.6,4816,8720000,58132,58132,65.0,23.0,118.0
Fright Night,2011,"Comedy, Horror",106,USA,English,Craig Gillespie,"Marti Noxon, Tom Holland",DreamWorks,"Anton Yelchin, Colin Farrell, Toni Collette, David Tennant, Imogen Poots, Christopher Mintz-Plasse, Dave Franco, Reid Ewing, Will Denton, Sandra Vergara, Emily Montague, Chris Sarandon, Gracie Gillam, Chelsea Tavares, Lisa Loeb",6.3,95901,30000000,18302607,41002607,64.0,253.0,364.0
