bom_id,imdb_id,title,actor_1,actor_2,actor_3,actor_4,director,writer,producer,cinematographer,editor,production_designer,composer
rl39945729,tt0472126,Local Color (2006),Armin Mueller-Stahl,Trevor Morgan,Ray Liotta,Charles Durning,George Gallo,George Gallo,Jimmy Evangelatos|George Gallo|Julie Lott|David Permut|Mark Sennet,Michael Negrin,Malcolm Campbell,Bob Ziembicki,Chris Boardman
rl141526529,tt0805604,Sacco and Vanzetti (2006),Anton Coppola,Henry Fonda,Arlo Guthrie,David Kaiser,Peter Miller,NONE,Amy Carey|Peter Miller,Stephen McCarthy,Amy Carey,NONE,John T. LaBarbera
rl1380746753,tt0499455,Day Night Day Night (2006),Luisa Williams,Josh Philip Weinstein,Gareth Saxe,Nyambi Nyambi,Julia Loktev,Julia Loktev,Melanie Judd|Jessica Levin|Julia Loktev,Benoît Debie,Julia Loktev|Michael Taylor,Kelly McGehee,NONE
rl2102953473,tt0496319,The Hottest State (2006),Mark Webber,Catalina Sandino Moreno,Laura Linney,Daniel Ross Owens,Ethan Hawke,Ethan Hawke|Ethan Hawke,Alexis Alexanian|Yukie Kito,Christopher Norr,Adriana Pacheco,Rick Butler,Jesse Harris
rl962561537,tt0061473,La Chinoise (1967),Anne Wiazemsky,Jean-Pierre Léaud,Juliet Berto,Michel Semeniako,Jean-Luc Godard,Jean-Luc Godard,NONE,Raoul Coutard,Delphine Desfons|Agnès Guillemot,NONE,Michel Legrand
rl358319617,tt0763852,I Have Never Forgotten You: The Life & Legacy of Simon Wiesenthal (2007),Nicole Kidman,Simon Wiesenthal,Asher BenNatan,Frederick Forsyth,Richard Trank,Marvin Hier|Richard Trank,Marvin Hier|Richard Trank,Jeff Victor,Inbal B. Lessner,NONE,Lee Holdridge
rl2874639873,tt0872318,Gringo Wedding (2006),Ana Lucía Domínguez,Justin Kane,Sebastian Boscán,Júlio del Mar,Tas Salini,Tas Salini,Ruchel Louis|Maria Pinzon|Tas Salini,Jesus Rivero,Jonathan Phillips|Federico Verardi,NONE,John Jay Martyn
rl2774828545,tt0893356,Nanking (2007),Hugo Armstrong,Rosalind Chao,Stephen Dorff,John Getz,Bill Guttentag|Dan Sturman,Bill Guttentag|Dan Sturman|Elisabeth Bentley|Bill Guttentag|Dan Sturman,Bill Guttentag|Michael Jacobs|Ted Leonsis,Buddy Squires,Charlton McMillan|Hibah Schweitzer|Michael Schweitzer,NONE,Phil Marshall
rl844662273,tt0475298,Hood of Horror (2006),Snoop Dogg,Daniella Alonso,Anson Mount,Hawthorne James,Stacy Title,Jacob Hair|Tim Sullivan|Jacob Hair|Tim Sullivan|Chris Kobin|Tim Sullivan|Jonathan McHugh|Jonathan McHugh|Jonathan McHugh|Tim Sullivan,Ted Chung|Jonathan McHugh|Martin Shore|Tim Sullivan|Christopher Tuffin,Claudio Rocha,Luis Colina|Jason Resmer,Nicolas Plotquin,Patrick Copeland
rl3799221761,tt0483812,Stephanie Daley (2006),Tilda Swinton,Amber Tamblyn,Timothy Hutton,Vincent Piazza,Hilary Brougher,Hilary Brougher,Sean Costello|Lynette Howell Taylor|Samara Koffler|Jen Roskind,David Rush Morrison,Keith Reamer,Sharon Lomofsky,David Mansfield
rl3177481729,tt0928413,Naked Boys Singing! (2007),Andrew Blake Ames,Jason Currie,Jaymes Hodges,Joseph Keane,Robert Schrock|Troy Christian,Robert Schrock|Robert Schrock|Bruce Vilanch,Kirkland Tibbels,Troy Christian|Jerry Evans,Troy Christian|Jerry Evans,NONE,NONE
rl4116743681,tt0089537,Mala Noche (1986),Tim Streeter,Doug Cooeyate,Ray Monge,Nyla McCarthy,Gus Van Sant,Walt Curtis|Gus Van Sant,Gus Van Sant,John J. Campbell,NONE,NONE,Creighton Lindsay
rl1346864641,tt0971160,Billy the Kid (2007),Penny Baker,Billy P.,Heather Pelletier,NONE,Jennifer Venditti,NONE,Chiemi Karasawa|Jennifer Venditti,Donald Cumming,Michael Levine|Enat Sidi,NONE,Guy Blakeslee|Liz Lysinger|Christian Zucconi
rl174032385,tt0841119,Lake of Fire (2006),Noam Chomsky,Bill Baird,Flip Benham,Dallas Blanchard,Tony Kaye,Tony Kaye,Tony Kaye,Tony Kaye,Peter Goddard,NONE,Anne Dudley
rl2941683201,tt0979891,Hattrick (2007),Nana Patekar,Danny Denzongpa,Paresh Rawal,Kunal Kapoor,Milan Luthria,Rajat Arora,Ronnie Screwvala,Nirmal Jani,Aarif Sheikh,Ayesha Punwani,Pritam Chakraborty
rl56329729,tt0377061,I'll Believe You (2006),David Alan Basche,Patrick Warburton,Siobhan Fallon Hogan,Patrick Gallo,Paul Francis Sullivan,Paul Francis Sullivan|Sean McPharlin|Ted Sullivan,Ted Sullivan,John Mans,Jon Griggs|Greg Lee,Michael Shindler,J.J. McGeehan
rl2305984001,tt0401808,Sunflower (2005),Joan Chen,Zhang Fan,Ge Gao,Bin Li,Yang Zhang,Shangjun Cai|Xin Huo|Yang Zhang,Sanping Han|Peter Loehr,Jong Lin,Hongyu Yang,Bin An|Xin Ming Huang,Hai Lin
rl2856486401,tt1074931,Arnolds Park (2007),Erik Allen,Randy Baranczyk,Chris Carlson,Ben Coler,Gene Teigland,James A. Kreitel|Gene Teigland,Patrick Nelson|Jillian Nodland|Gene Teigland,Craig Peterschmidt,Gene Teigland,Jill Broadfoot,Tom Hambleton
rl3059451393,tt0492463,In Between Days (2006),Carolyn Eby,Taegu Andy Kang,Madgalena Karasinska,Bokja Kim,So Yong Kim,Bradley Rust Gray|So Yong Kim,Bradley Rust Gray,Sarah Levy,So Yong Kim,NONE,Asobi Seksu
rl1918600705,tt0431827,Il ne faut jurer... de rien! (2005),Mélanie Doutey,Gérard Jugnot,Jean Dujardin,Marie-France Santon,Eric Civanyan,Eric Civanyan|Cabot Philippe|Alfred de Musset,Manuel Munz,Eduardo Serra,Aurique Delannoy,Hoang Thanh At,François Peyrony
rl1112573441,tt0792948,The Exterminating Angels (2006),Frédéric van den Driessche,Maroussia Dubreuil,Lise Bellynck,Marie Allan,Jean-Claude Brisseau,Jean-Claude Brisseau,Miléna Poylo|Gilles Sacuto,Wilfrid Sempé,María Luisa García,María Luisa García,Jean Musy
rl2808645121,tt0462477,Pierrepoint: The Last Hangman (2005),Timothy Spall,Juliet Stevenson,Eddie Marsan,Ann Bell,Adrian Shergold,Bob Mills|Jeff Pope,Christine Langan,Danny Cohen,Tania Reddin,Candida Otton,Martin Phipps
rl324437505,tt0841108,Hannah Takes the Stairs (2007),Greta Gerwig,Kent Osborne,Andrew Bujalski,Ry Russo-Young,Joe Swanberg,Joe Swanberg|Greta Gerwig|Kent Osborne|Andrew Bujalski|Ry Russo-Young|Mark Duplass|Todd Rohal|Kevin Bewersdorf|Tipper Newton|Kris Rey,Anish Savjani|Joe Swanberg,Joe Swanberg,Joe Swanberg,NONE,Kevin Bewersdorf
rl3360916993,tt0450680,Flanders (2006),Adélaïde Leroux,Samuel Boidin,Henri Cretel,Jean-Marie Bruveart,Bruno Dumont,Bruno Dumont,Rachid Bouchareb|Jean Bréhat,Yves Cape,Guy Lecorne,NONE,NONE
rl3528754689,tt0484111,The Good Night (2007),Martin Freeman,Gwyneth Paltrow,Penélope Cruz,Keith Allen,Jake Paltrow,Jake Paltrow,Donna Gigliotti|Bill Johnson,Giles Nuttgens,Rick Lawley,Eve Stewart,Alec Puro
rl4134176257,tt0822849,Rails & Ties (2007),Kevin Bacon,Marcia Gay Harden,Miles Heizer,Marin Hinkle,Alison Eastwood,Micky Levy,Robert Lorenz|Peer J. Oppenheimer|Barrett Stuart,Tom Stern,Gary Roach,James J. Murakami,Kyle Eastwood|Michael Stevens
rl4201350657,tt0841173,La strada di Levi (2006),Umberto Orsini,Mario Rigoni Stern,NONE,NONE,Davide Ferrario,Primo Levi|Davide Ferrario|Marco Belpoliti,Davide Ferrario,Gherardo Gossi|Massimiliano Trevis,Claudio Cormio,NONE,Daniele Sepe
rl1549239809,tt0826547,Great World of Sound (2007),Pat Healy,Kene Holiday,John Baker,Robert Longstreet,Craig Zobel,George Smith|Craig Zobel,David Gordon Green|Missy Palmer|Richard A. Wright|Craig Zobel,Adam Stone,Jane Rizzo|Tim Streeto,Richard A. Wright,David Wingo
rl3847063041,tt0402906,Czech Dream (2004),Varhan Orchestrovich Bauer,Jaromír Kalina,Vít Klusák,Martin Prikryl,Vít Klusák|Filip Remunda,Vít Klusák|Filip Remunda,Irena Taskovski,Vít Klusák|Filip Remunda,Zdenek Marek,NONE,Varhan Orchestrovich Bauer
rl1330546177,tt0881909,Dr. Bronner's Magic Soapbox (2006),Dr. Bronner,NONE,NONE,NONE,Sara Lamm,NONE,Cheri Anderson|Sara Lamm|Zachary Mortensen,Andrew Nagata,Katy Finch,NONE,Pierre De Gaillande
rl2974713345,tt0469686,Dreaming Lhasa (2005),Tenzin Chokyi Gyatso,Tenzin Jigme,Jampa Kalsang,Jampa Kalsang Tamang,Ritu Sarin|Tenzing Sonam,Tenzing Sonam,Ritu Sarin,Ranjan Palit,Paul Dosaj,Rachna Rastogi,Andy Spence|Techung
rl2927330817,tt0415607,The Willow Tree (2005),Parviz Parastui,Roya Taymourian,Soghra Obeisi,Mohammad Amir Naji,Majid Majidi,Majid Majidi|Majid Majidi|Fouad Nahas|Nasser Hashemzadeh,Majid Majidi,Bahram Badakshani|Mahmoud Kalari,Hassan Hassandoost,Behzad Kazzazi,Ahmad Pezhman
rl357205505,tt0478999,Close to Home (2005),Smadar Sayar,Naama Schendar,Danny Geva,Katia Zinbris,Vardit Bilu|Dalia Hager,Vardit Bilu|Dalia Hager,Marek Rozenbaum|Itai Tamir,Yaron Scharf,Joel Alexis,NONE,Jonathan Bar-Giora
rl4168582657,tt0760187,The Tripper (2006),Jaime King,Thomas Jane,Lukas Haas,David Arquette,David Arquette,David Arquette|Joe Harris,David Arquette|Evan Astrowsky|Courteney Cox|Neil A. Machlis|Navin Narang,Bobby Bukowski,Glenn Garland,Linda Burton,Paul Bakija|Jimmy Haun|David Wittman
rl1215792641,tt0801526,The Tracey Fragments (2007),Ellen Page,Zie Souwand,Maxwell McCabe-Lokos,Ari Cohen,Bruce McDonald,Maureen Medved|Maureen Medved,Sarah Timmins,Steve Cosens,Jeremiah Munce|Gareth C. Scales,Ingrid Jurek,Broken Social Scene
rl694322689,tt0823219,Meeting Resistance (2007),NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
rl2691859969,tt0806679,Summer of '04 (2006),Martina Gedeck,Robert Seeliger,Peter Davor,Svea Lohde,Stefan Krohmer,Daniel Nocke,Katrin Schlösser,Patrick Orth,Gisela Zick,Silke Fischer|Volko Kamensky,Ellen McIlwaine
rl273843713,tt0846425,Flying: Confessions of a Free Woman (2006),NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
rl2337244673,tt0795371,Dirty Laundry (2006),Rockmond Dunbar,Loretta Devine,Jenifer Lewis,Terri J. Vaughn,Maurice Jamal,Maurice Jamal,"Rockmond Dunbar|""ReShaun Frear""|Andre Robert Lee",Rory King|Liz Rubin,Gene Graham,Norval Johnson,Earl G. Wooten
rl3126756865,tt0484113,L'iceberg (2005),Lucy Tulugarjuk,Fiona Gordon,Dominique Abel,Philippe Martz,Dominique Abel|Fiona Gordon|Bruno Romy,Dominique Abel|Fiona Gordon|Bruno Romy,NONE,Sébastien Koeppel,Sandrine Deegen,Laura Couderc,Jacques Luley
rl72386049,tt0461946,Everything's Gone Green (2006),Paulo Costanzo,Steph Song,JR Bourne,Aidan Devine,Paul Fox,Douglas Coupland,Henrik Meyer|Chris Nanos|Elizabeth Yake,David Frazee,Gareth C. Scales,Peter Andringa,NONE
rl609977857,tt0855824,I Don't Want to Sleep Alone (2006),Kang-sheng Lee,Shiang-chyi Chen,Norman Atun,Pearlly Chua,Ming-liang Tsai,Ming-liang Tsai,Bruno Pesery|Vincent Wang,Pen-Jung Liao|Ming-liang Tsai,Sheng-Chang Chen,Siong-king Gan|Tien-chueh Lee,NONE
rl3544942081,tt0021749,City Lights (1931),Charles Chaplin,Virginia Cherrill,Florence Lee,Harry Myers,Charles Chaplin,Charles Chaplin|Harry Carr|Harry Crocker,NONE,Gordon Pollock|Roland Totheroh,NONE,NONE,Charles Chaplin
rl4218652161,tt1045889,Steal a Pencil for Me (2007),J.P. Gillain,Jeroen Krabbé,Marieke Oudejans,Jack Polak,Michèle Ohayon,Michèle Ohayon,Michèle Ohayon|Theo van de Sande,Theo van de Sande,Kate Amend,NONE,Joseph Julián González
rl4118316545,tt0439876,What Love Is (2007),Cuba Gooding Jr.,Matthew Lillard,Sean Astin,Mars Callahan,Mars Callahan,Mars Callahan,George Bours|John J. Hermansen,David Stump,Andrew Dickler|Joe Plenys,Jaymes Hinkle,Erik Godal
rl2924054017,tt1083447,Buddha Mar Gaya (2007),Mona Ambegaonkar,Jitender Bhargava,Birbal,Heenaa Biswas,Rahul Rawail,Raju Saigal|Anand Sivakumaran,Sunil Lulla|Rahul Rawail,Suhas Gujarathi,NONE,NONE,Bappi Lahiri
rl2606401025,tt0496328,Itty Bitty Titty Committee (2007),Melonie Diaz,Ana Mercedes,Cecile Rivore,Marisa Ramirez,Jamie Babbit,Jamie Babbit|Tina Mabry|Abigail McCarthy|Andrea Sperling,Andrea Sperling|Lisa Thrasher,Christine A. Maier,Jane Pia Abramowitz,Nina Alexander,Radio Sloan
rl2774959617,tt0486751,One to Another (2006),Lizzie Brocheré,Arthur Dupont,Guillaume Baché,Pierre Perrier,Pascal Arnold|Jean-Marc Barr,Pascal Arnold,Pascal Arnold|Jean-Marc Barr|Lene Børglum|Karina Grandjean|Vibeke Windeløv,Jean-Marc Barr|Chris Keohane,Chantal Hymans,Serge Borgel,Irina Decermic
rl2705491457,tt0848542,Arranged (2007),Zoe Lister-Jones,Francis Benhamou,Mimi Lieber,John Rothman,Diane Crespo|Stefan C. Schaefer,Stefan C. Schaefer|Stefan C. Schaefer|Yuta Silverman,Diane Crespo|Stefan C. Schaefer,Dan Hersey,Erin Greenwell,Keren Kohen,Sohrab Habibion|Michael Hampton
rl2809234945,tt0954008,The Singing Revolution (2006),Heiki Ahonen,Gustav Ernesaks,Linda Hunt,Mari-Ann Kelam,James Tusty|Maureen Castle Tusty,Mike Majoros|James Tusty|Maureen Castle Tusty,Bestor Cram|Thor Halvorssen|Artur Talvik|Piret Tibbo-Hudgins|James Tusty|Maureen Castle Tusty,Miguelangel Aponte-Rios,Ron Heidt|Mike Majoros,NONE,John Kusiak
rl1802405377,tt0480001,The Sensation of Sight (2006),David Strathairn,Ian Somerhalder,Daniel Gillies,Jane Adams,Aaron J. Wiederspahn,Aaron J. Wiederspahn,Mark S. Constance|Darren Moorman|Madeline Ryan|David Strathairn|Aaron J. Wiederspahn,Christophe Lanzenberg,Mario Ontal,Shawn Carroll,Rupert A. Thompson
rl3611395585,tt0414513,Seven Days (2005),Eduardo Arroyuelo,Martha Higareda,Jaime Camil,Julio Bracho,Fernando Kalife,Fernando Kalife,Bernardo Bichara|Fernando Kalife|Leonardo Villarreal,Gonzalo Amat,Hernan Aguilar|Juan Carlos Garza,NONE,Jeff Cardoni
rl3981280769,tt0461760,Cut Sleeve Boys (2006),Chowee Leow,Steven Lim,Gareth Rhys Davis,Neil Collie,Ray Yeung,Ray Yeung,Chowee Leow|Ray Yeung,Patrick Duval,Anuree De Silva|Cosmo Fletcher,Malin Lindholm,Paul Turner
rl58033665,tt0477731,Syndromes and a Century (2006),Nantarat Sawaddikul,Jaruchai Iamaram,Sophon Pukanok,Jenjira Pongpas,Apichatpong Weerasethakul,Apichatpong Weerasethakul,Charles de Meaux|Apichatpong Weerasethakul,Sayombhu Mukdeeprom,Lee Chatametikool,NONE,Kantee Anantagant
rl1262716417,tt0780468,American Cannibal (2006),Sturgis Adams,Mitchell Allen,Chip Arndt,Kevin Blatt,Perry Grebin|Michael Nigro,NONE,Perry Grebin|Denis Jensen|Michael Nigro,Perry Grebin|Ari Haberberg,Doug Abel|Suki Hawley,NONE,Doug Gillard|Kevin March
rl2692384257,tt0397307,Yiddish Theater: A Love Story (2005),Julie Alexander,Mike Burstyn,Felix Fibich,Shifra Lerer,Dan Katzir,Dan Katzir|Ravit Markus,Dan Katzir|Yael Katzir|Ravit Markus,Dan Katzir,Neta Dvorkis|Adam Shell,NONE,Yale Strom
rl1732478465,tt0405163,The Amateurs (2005),Jeff Bridges,Ted Danson,Joe Pantoliano,Tim Blake Nelson,Michael Traeger,Michael Traeger,Aaron Ryder,Denis Maloney,Raúl Dávalos,Bob Ziembicki,Nic. tenBroek
rl4168386049,tt0997185,Time (2007),Suresh Gopi,Vimala Raman,Padmapriya,Sreekumar,Shaji Kailas,Rajesh Jayaraman,NONE,R. Raja Ratnam,NONE,NONE,Rahulraj
rl1315014145,tt0810951,Look (2007),Jamie McShane,Spencer Redford,Hayes MacArthur,Nichelle Hines,Adam Rifkin,Adam Rifkin,Barry Schuler|Brad Wyman,Scott Billups|Ron Forsythe,Martin Apelbaum,NONE,BT
rl2875885057,tt0914382,Quiet City (2007),Erin Fisher,Cris Lankenau,Sarah Hellman,Joe Swanberg,Aaron Katz,Erin Fisher|Aaron Katz|Cris Lankenau,Brendan McFadden|Ben Stambler,Andrew Reed,Aaron Katz,NONE,Keegan DeWitt
rl374310401,tt0463027,Descent (2007),Rosario Dawson,Chad Faust,Marcus Patrick,Vanessa Ferlito,Talia Lugacy,Brian Priest|Talia Lugacy,Rosario Dawson|Morris S. Levy|Talia Lugacy,Jonathan Furmanski|Christopher LaVasseur,Frank Reynolds,Tristam Steinberg,Alex Moulton
rl1347585537,tt0906743,Forever (2006),Yoshino Kimura,Bertrand Beyern,Camille Solari,NONE,Heddy Honigmann,Ester Gould|Heddy Honigmann|Judith Vreriks,Carmen Cobos,Robert Alazraki,Danniel Danniel,NONE,NONE
rl776570369,tt0455362,The Breed (2006),Michelle Rodriguez,Oliver Hudson,Taryn Manning,Eric Lively,Nicholas Mastandrea,Robert Conte|Peter Wortmann,Thomas Becker|Karen E. Johnson|Karen E. Johnson|David Lancaster|Marianne Maddalena|Karen Vundla|David Wicht,Giulio Biccari,Nathan Easterling,Johnny Breedt,Marcus Trumpp
rl139429377,tt0899238,Desert Bayou (2007),NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
rl4284974593,tt0446752,Full of It (2007),Ryan Pinkston,Kate Mara,Teri Polo,Craig Kilborn,Christian Charles,Jon Lucas|Scott Moore|Yoni Berkovits|Tony Dreannan|Tom Gammill|Max Pross,Steve Barnett|Mark Canton,Kramer Morgenthau,Susan Shipton,Kathleen Climie,John Swihart
rl2371782145,tt0458242,Lights in the Dusk (2006),Janne Hyytiäinen,Maria Järvenhelmi,Maria Heiskanen,Ilkka Koivula,Aki Kaurismäki,Aki Kaurismäki,Aki Kaurismäki,Timo Salminen,Aki Kaurismäki,NONE,Melrose
rl3527640577,tt0825346,And Then Came Love (2007),Vanessa Williams,Kevin Daniels,Michael Boatman,Jeremy Gumbs,Richard Schenkman,Caytha Jentis,Shashi Balooja|Caytha Jentis|Verne Mattson|Anthony J. Vorhies,Timothy Naylor,Richard LaBrie,Mary Frederickson,Rebecca Lloyd
rl627738113,tt0905361,Protagonist (2007),Hans-Joachim Klein,Mark Salzman,Chris Diamantopoulos,Joe Loya,Jessica Yu,Jessica Yu,Elise Pearlstein|Susan West|Jessica Yu,Karl Hahn|Russell Harper,Jessica Yu,NONE,Jeff Beal
rl476153345,tt0432318,Live Free or Die (2006),Aaron Stanford,Paul Schneider,Judah Friedlander,Peter Anthony Tambakis,Gregg Kavet|Andy Robin,Gregg Kavet|Andy Robin,Doug Bernheim|Daniel Carey|John Limotte,Harlan Bosmajian,Matt Landon|Tina Pacheco,Timothy Whidbee,Dorian Heartsong|Stevie Salas
rl3563161089,tt0841175,Love for Sale (2006),Hermila Guedes,Maria Menezes,Zezita Matos,João Miguel,Karim Aïnouz,Karim Aïnouz|Felipe Bragança|Simone Lima|Mauricio Zacharias,Thomas Häberle|Hengameh Panahi|Mauricio Andrade Ramos|Peter Rommel|Walter Salles,Walter Carvalho,Tina Baz|Isabela Monteiro de Castro,Marcos Pedroso,Berna Ceppas|Kamal Kassin|Lawrence|João Nabuco
rl644580865,tt0814656,Poison Friends (2006),Malik Zidi,Thibault Vinçon,Alexandre Steiger,Thomas Blanchard,Emmanuel Bourdieu,Emmanuel Bourdieu|Marcia Romano,Yorick Le Saux|David Mathieu-Mahias|Mani Mortazavi,Yorick Le Saux,Benoît Quinon,Nicolas de Boiscuillé,Grégoire Hetzel
rl1282180609,tt0819929,Rock Bottom (2006),NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
rl1951041025,tt0094888,Cobra Verde (1987),Klaus Kinski,King Ampaw,José Lewgoy,Salvatore Basile,Werner Herzog,Bruce Chatwin|Werner Herzog,Lucki Stipetic,Viktor Ruzicka,Maximiliane Mainka,Ulrich Bergfelder,Popol Vuh
rl1313572353,tt0478116,China Blue (2005),Sylvain Francois,Liu Kaiming,Guo Xi Lam Lam,NONE,Micha X. Peled,NONE,Micha X. Peled,Micha X. Peled,Manuel Tsingaris,NONE,Miriam Cutler
rl3461514753,tt0380420,Freshman Orientation (2004),Sam Huntington,Marla Sokoloff,Mike Erwin,Heather Matarazzo,Ryan Shiraki,Ryan Shiraki,Dan Halsted|Stavros Merjos|Judd Payne|Malcolm Petal|Matthew Rhodes|Adam Rosenfelt,Amy Vincent,David Codron,Frank Zito,tomandandy
rl3729229313,tt0826039,Blockade (2006),NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
rl3460531713,tt0494203,Angels in the Dust (2007),Con Cloete,Marion Cloete,NONE,NONE,Louise Hogarth,Louise Hogarth,James Egan|Louise Hogarth|Rosalie Pelser,May Rigler,Johanna Demetrakas|Melinda Briana Epler|May Rigler,NONE,Simphiwe Dana|Joseph Julián González
rl1045530113,tt0808241,East of Havana (2006),NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
rl2088470017,tt0461613,Whole New Thing (2005),Aaron Webber,Robert Joy,Rebecca Jenkins,Daniel MacIvor,Amnon Buchbinder,Amnon Buchbinder|Daniel MacIvor,Kelly Bray|Camelia Frieberg,Christopher Ball,Angela Baker,William Fleming,David Buchbinder
rl1853457921,tt1034084,Strafsache 4 Ks 2/63 - Auschwitz vor dem Frankfurter Schwurgericht (1993),NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
rl3158607361,tt0475224,Belle toujours (2006),Michel Piccoli,Bulle Ogier,Ricardo Trêpa,Leonor Baldaque,Manoel de Oliveira,Manoel de Oliveira,Miguel Cadilhe,Sabine Lancelin,Valérie Loiseleux,Christian Marti,NONE
rl2135131649,tt0472259,Alone with Her (2006),Ana Claudia Talancón,Colin Hanks,Jordana Spiro,Jonathon Trent,Eric Nicholas,Eric Nicholas,Robert Engelman|Tom Engelman,Nathan Wilson,Cari Coughlin,John Mott,David E. Russo
rl3195635201,tt0451966,The Violin (2005),Ángel Tavira,Gerardo Taracena,Dagoberto Gama,Mario Garibaldi,Francisco Vargas,Francisco Vargas,Ángeles Castro|Hugo Rodríguez|Francisco Vargas,Martín Boege|Oscar Hijuelos,Ricardo Garfias|Francisco Vargas,NONE,Armando Rosas|Cuauhtémoc Tavira
rl527664641,tt0429115,Splinter (2006),Tom Sizemore,Edward James Olmos,Ivonne Coll,Enrique Almeida,Michael D. Olmos,Adrian Cruz|Michael D. Olmos|Enrique Almeida,Enrique Almeida|Adrian Cruz|Mark Hall|Steven Machat|Michael D. Olmos,Bridger Nielson,Jamieson Fry,Bryce Holtshousen,Jae Chong
rl626230785,tt0439179,Fat Girls (2006),Ash Christian,Jonathan Caouette,Evan Miller,Ashley Fink,Ash Christian,Ash Christian,Ash Christian|Kelli Lerner|Kimberly Montini,Vincent Wrenn,Karl Kimbrough,Lynne Moon,Chris Gubisch
rl425362945,tt0492464,In the Pit (2006),Salvador Enriquez Castillo,Sofia García López,José Guadalupe Calzada,Isabel Dolores Hernández,Juan Carlos Rulfo,Juan Carlos Rulfo,Eugenia Montiel|Juan Carlos Rulfo,Juan Carlos Rulfo,Valentina Leduc Navarro,NONE,Leonardo Heiblum
rl4034102785,tt0439833,Steel City (2006),Jamie Anne Allman,Marcus Atkins,Raymond J. Barry,Kristian Best,Brian Jun,Brian Jun,Rusty Gray|Ryan Harper|Brian Jun,Ryan Samul,Brian Jun,Jack Thomas,Mark Geary
rl2994439681,tt0430768,Wild Tigers I Have Known (2006),Malcolm Stumpf,Patrick White,Max Paradise,Fairuza Balk,Cam Archer,Cam Archer,Cam Archer,Aaron Platt,Cam Archer,Thecla Niebel,Nate Archer
rl1297188353,tt0479073,El inmigrante (2005),NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
rl425428481,tt0495036,If I Didn't Care (2007),Bill Sage,Susan Misner,Roy Scheider,Noelle Beck,Ben Cummings|Orson Cummings,Ben Cummings|Orson Cummings,Ben Cummings|Orson Cummings,Brian Pryzpek,Geoffrey Richman,Lucio Seixas,Michael Tremante
rl1265665537,tt0350142,Something to Cheer About (2002),Hallie Bryant,Ray Crowe,Richard Lugar,Willie Merriweather,Betsy Blankenbaker,Betsy Blankenbaker,Betsy Blankenbaker|Willie Merriweather|Oscar Robertson,NONE,Steve Marra,NONE,NONE
rl1499497985,tt0434541,Macbeth (2006),Victoria Hill,Lachy Hulme,Gary Sweet,Sam Worthington,Geoffrey Wright,Geoffrey Wright|Victoria Hill|William Shakespeare,Martin Fabinyi,Will Gibson,Jane Usher,David McKay,John Clifford White
rl3883304449,tt0844462,The Unknown Soldier (2006),NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
rl2842658305,tt0460925,The Sasquatch Gang (2006),Justin Long,Jeremy Sumpter,Addie Land,Joey Kern,Tim Skousen,Tim Skousen,Dana Brunetti|Jeremy Coon|Randy Holleschau|Adam Kassen|Mark Kassen|Kevin Spacey,Munn Powell,Jeremy Coon|Tim Skousen,Cory Lorenzen,John Swihart
rl561022465,tt0780608,Smiley Face (2007),Anna Faris,John Krasinski,Adam Brody,Roscoe Lee Browne,Gregg Araki,Dylan Haggerty,Gregg Araki|Steve Golin|Alix Madigan|Kevin Turen|Henry Winterstern,Shawn Kim,Gregg Araki,John Larena,David Kitay
rl2924316161,tt0473181,Crossing the Line (2006),Damion Cruzz,Bruce Cumings,James Joseph Dresnok,Charles Robert Jenkins,Daniel Gordon,Daniel Gordon,Daniel Gordon,Nick Bennett,Peter Haddon,NONE,Heather Fenoughty
